"artist","album","year","song","lyrics" 
"Taylor Swift","2003 Demo",2003,"Your Heart's Somewhere Else","I used to know everything you were thinking But now I just know you're thinking 'bout someone else but me I count the days, I count the words you say I need to know you're alive and hoping I'll be by your side Can't help but think that I'm driving you away Don't let me think it's real, don't make me think you'll stay I don't know if you're with me I know you're standing here I always turn around just to know you're there And I deny it Here, I'm crying It's hard to tell myself Your heart's somewhere else I see you now, I don't see happiness Don't want to hold you back but I still want you for myself You look around, do you like the things you see? You're in a cage but I can't stand to let you free I can't help but know that I'm driving you away Don't let me think your love won't someday go away I don't know if you're with me I know you're standing here Sometimes I turn around to see if you're still there And I deny it Here inside, I'm crying It's hard to tell myself Your heart's somewhere else I never thought your eyes would lose their happiness I know the longer you stay, the more you love me less I don't know if you're with me I know you're standing here I always turn around just to know you're there And I deny it I am crying It's hard to tell myself Your heart's somewhere else Your heart's somewhere else Your heart's somewhere else"
"Taylor Swift","Taylor Swift",2006,"Tim McGraw","He said the way my blue eyes shined Put those Georgia stars to shame that night I said, That's a lie Just a boy in a Chevy truck That had a tendency of gettin' stuck On back roads at night And I was right there beside him all summer long And then the time we woke up to find that summer gone But when you think Tim McGraw I hope you think my favorite song The one we danced to all night long The moon like a spotlight on the lake When you think happiness I hope you think that little black dress Think of my head on your chest And my old faded blue jeans When you think Tim McGraw I hope you think of me September saw a month of tears And thankin' God that you weren't here To see me like that But in a box beneath my bed Is a letter that you never read From three summers back It's hard not to find it all a little bittersweet And lookin' back on all of that, it's nice to believe When you think Tim McGraw I hope you think my favorite song The one we danced to all night long The moon like a spotlight on the lake When you think happiness I hope you think that little black dress Think of my head on your chest And my old faded blue jeans When you think Tim McGraw I hope you think of me And I'm back for the first time since then I'm standin' on your street And there's a letter left on your doorstep And the first thing that you'll read is: When you think Tim McGraw I hope you think my favorite song Someday you'll turn your radio on I hope it takes you back to that place When you think happiness I hope you think that little black dress Think of my head on your chest And my old faded blue jeans When you think Tim McGraw I hope you think of me Oh, think of me Mmmm He said the way my blue eyes shined Put those Georgia stars to shame that night I said, That's a lie"
"Taylor Swift","Taylor Swift",2006,"Picture To Burn","State the obvious, I didn't get my perfect fantasy I realize you love yourself more than you could ever love me So go and tell your friends that I'm obsessive and crazy That's fine I'll tell mine that you're gay! By the way... I hate that stupid old pickup truck You never let me drive You're a redneck heartbreak Who's really bad at lying So watch me strike a match On all my wasted time As far as I'm concerned You're just another picture to burn! There's no time for tears I'm just sitting here planning my revenge There's nothing stopping me From going out with all of your best friends And if you come around saying sorry to me My daddy's gonna show you how sorry you'll be 'Cause I hate that stupid old pickup truck You never let me drive You're a redneck heartbreak Who's really bad at lying So watch me strike a match On all my wasted time As far as I'm concerned You're just another picture to burn! And if you're missing me You'd better keep it to yourself 'Cause coming back around here Would be bad for your health... 'Cause I hate that stupid old pickup truck You never let me drive You're a redneck heartbreak Who's really bad at lying So watch me strike a match On all my wasted time In case you haven't heard I really really hate that... Stupid old pickup truck You never let me drive You're a redneck heartbreak Who's really bad at lying So watch me strike a match On all my wasted time As far as I'm concerned You're just another picture to burn! Burn, burn, burn, baby, burn You're just another picture to burn Baby, burn..."
"Taylor Swift","Taylor Swift",2006,"Teardrops On My Guitar","Drew looks at me I fake a smile so he won't see That I want and I'm needing Everything that we should be I'll bet she's beautiful, that girl he talks about And she's got everything that I have to live without Drew talks to me I laugh 'cause it's just so funny That I can't even see Anyone when he's with me He says he's so in love, he's finally got it right I wonder if he knows he's all I think about at night He's the reason for the teardrops on my guitar The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing. Don't know why I do Drew walks by me Can he tell that I can't breathe? And there he goes, so perfectly The kind of flawless I wish I could be She'd better hold him tight, give him all her love Look in those beautiful eyes and know she's lucky 'cause He's the reason for the teardrops on my guitar The only thing that keeps me wishing on a wishing star He's the song in the car I keep singing. Don't know why I do So, I drive home alone As I turn out the light I'll put his picture down And maybe get some sleep tonight 'Cause he's the reason for the teardrops on my guitar The only one who's got enough of me to break my heart He's the song in the car I keep singing. Don't know why I do He's the time taken up, but there's never enough And he's all that I need to fall into Drew looks at me I fake a smile so he won't see"
"Taylor Swift","Taylor Swift",2006,"A Place In This World","I don't know what I want, so don't ask me 'Cause I'm still trying to figure it out Don't know what's down this road, I'm just walking Trying to see through the rain coming down Even though I'm not the only one Who feels the way I do I'm alone, on my own, and that's all I know I'll be strong, I'll be wrong, oh but life goes on Oh, I'm just a girl, trying to find a place in this world Got the radio on, my old blue jeans And I'm wearing my heart on my sleeve Feeling lucky today, got the sunshine Could you tell me what more do I need And tomorrow's just a mystery, oh yeah But that's OK I'm alone, on my own, and that's all I know I'll be strong, I'll be wrong, oh but life goes on Oh, I'm just a girl, trying to find a place in this world Maybe I'm just a girl on a mission But I'm ready to fly I'm alone, on my own, and that's all I know I'll be strong, I'll be wrong, oh but life goes on Oh I'm alone, on my own, and that's all I know Oh I'm just a girl, trying to find a place in this world Oh I'm just a girl Oh I'm just a girl, oh, oh Oh I'm just a girl"
"Taylor Swift","Taylor Swift",2006,"Cold As You","You have a way of coming easily to me And when you take, you take the very best of me So I start a fight 'cause I need to feel something And you do what you want 'cause I'm not what you wanted Oh, what a shame, what a rainy ending given to a perfect day Just walk away, ain't no use defending words that you will never say And now that I'm sitting here thinking it through I've never been anywhere cold as you You put up walls and paint them all a shade of gray And I stood there loving you and wished them all away And you come away with a great little story Of a mess of a dreamer with the nerve to adore you Oh, what a shame, what a rainy ending given to a perfect day So just walk away, ain't no use defending words that you will never say And now that I'm sitting here thinking it through I've never been anywhere cold as you You never did give a damn thing, honey, but I cried, cried for you And I know you wouldn't have told nobody if I died, died for you, died for you Oh, what a shame, what a rainy ending given to a perfect day Every smile you fake is so condescending counting all the scars you made And now that I'm sitting here thinking it through I've never been anywhere cold as you"
"Taylor Swift","Taylor Swift",2006,"The Outside","I didn't know what I would find When I went looking for a reason I know I didn't read between the lines And, baby, I've got nowhere to go I tried to take the road less traveled by But nothing seems to work the first few times Am I right? So how can I ever try to be better? Nobody ever lets me in I can still see you This ain't the best view On the outside looking in And I've been a lot of lonely places I've never been on the outside You saw me there, but never knew That I would give it all up to be A part of this, a part of you And now it's all too late. So you see You could've helped if you had wanted to But no one notices until it's too late to do anything So how can I ever try to be better? Nobody ever lets me in I can still see you This ain't the best view On the outside looking in And I've been a lot of lonely places I've never been on the outside Oh, yeah So how can I ever try to be better? Nobody ever lets me in And I can still see you This ain't the best view On the outside looking in And I've been a lot of lonely places I've never been on the outside"
"Taylor Swift","Taylor Swift",2006,"Tied Together With A Smile","Seems the only one who doesn't see your beauty Is the face in the mirror looking back at you You walk around here thinking you're not pretty But that's not true 'cause I know you Hold on, baby, you're losing it The water's high, you're jumping into it And letting go And no one knows That you cry, but you don't tell anyone That you might not be the golden one And you're tied together with a smile But you're coming undone I guess it's true that love was all you wanted 'Cause you're giving it away like it's extra change Hoping it will end up in his pocket But he leaves you out like a penny in the rain Oh, 'cause it's not his price to pay It's not his price to pay Hold on, baby, you're losing it The water's high, you're jumping into it And letting go And no one knows That you cry, but you don't tell anyone That you might not be the golden one And you're tied together with a smile But you're coming undone Hold on, baby, you're losing it The water's high, you're jumping into it And letting go And no one knows That you cry, but you don't tell anyone That you might not be the golden one And you're tied together with a smile But you're coming undone You're tied together with a smile But you're coming undone Goodbye, baby With a smile, baby, baby"
"Taylor Swift","Taylor Swift",2006,"Stay Beautiful","Cory's eyes are like a jungle He smiles, it's like the radio He whispers songs into my window In words that nobody knows There's pretty girls on every corner That watch him as he's walking home Saying, Does he know? Will you ever know? You're beautiful Every little piece love And don't you know You're really gonna be someone Ask anyone And when you find everything you looked for I hope your life leads you back to my door Oh, but if it don't Stay beautiful Cory finds another way to be The highlight of my day I'm taking pictures in my mind So I can save them for a rainy day It's hard to make a conversation When he's taking my breath away I should say, hey, by the way You're beautiful Every little piece love And don't you know You're really gonna be someone Ask anyone And when you find everything you looked for I hope your life leads you back to my door Oh, but if it don't Stay beautiful If you and I are a story That never gets told If what you are is a daydream I'll never get to hold At least you'll know You're beautiful Every little piece love And don't you know You're really gonna be someone Ask anyone And when you find everything you looked for I hope your life leads you back to my front door Oh, but if it don't Will you stay Beautiful, beautiful, beautiful Beautiful, beautiful, beautiful? La la la Oh, oh, oh, oh Oh, but if it don't Stay beautiful Stay beautiful Na, na, na, na, na"
"Taylor Swift","Taylor Swift",2006,"Should've Said No","It's strange to think the songs we used to sing The smiles, the flowers, everything is gone Yesterday I found out about you Even now just looking at you feels wrong You say that you'd take it all back, given one chance It was a moment of weakness and you said, Yes. You should've said No, you should've gone home You should've thought twice 'fore you let it all go You should've known that word 'Bout what you did with her'd Get back to me (get back to me). And I should've been there in the back of your mind I shouldn't be asking myself, Why? You shouldn't be begging for forgiveness at my feet... You should've said No, baby, and you might still have me You can see that I've been crying And baby, you know all the right things to say But do you honestly expect me to believe We could ever be the same? You say that the past is the past, you need one chance It was a moment of weakness and you said, Yes. You should've said No, you should've gone home You should've thought twice 'fore you let it all go You should've known that word 'Bout what you did with her'd, Get back to me (get back to me). And I should've been there in the back of your mind I shouldn't be asking myself, Why? You shouldn't be begging for forgiveness at my feet... You should've said No, baby, and you might still have me I can't resist Before you go, tell me this: Was it worth it? Was she worth this? No... no, no, no... You should've said No, you should've gone home You should've thought twice 'fore you let it all go You should've known that word 'Bout what you did with her'd, Get back to me (get back to me). And I should've been there in the back of your mind I shouldn't be asking myself, Why? You shouldn't be begging for forgiveness at my feet... You should've said No, baby, and you might still have me"
"Taylor Swift","Taylor Swift",2006,"Mary's Song (Oh My My My)","She said, I was seven and you were nine I looked at you like the stars that shined In the sky, the pretty lights And our daddies used to joke about the two of us Growing up and falling in love and our mamas smiled And rolled their eyes and said, Oh my, my, my Take me back to the house in the backyard tree Said you'd beat me up, you were bigger than me You never did, you never did Take me back when our world was one block wide I dared you to kiss me and ran when you tried Just two kids, you and I Oh my, my, my, my Well, I was sixteen when suddenly I wasn't that little girl you used to see But your eyes still shined like pretty lights And our daddies used to joke about the two of us They never believed we'd really fall in love And our mamas smiled and rolled their eyes And said, Oh my, my, my Take me back to the creek beds we turned up Two A.M. riding in your truck and all I need is you next to me Take me back to the time we had our very first fight The slamming of doors instead of kissing goodnight You stayed outside 'til the morning light Oh my, my, my, my A few years had gone and come around We were sitting at our favorite spot in town And you looked at me, got down on one knee Take me back to the time when we walked down the aisle Our whole town came and our mamas cried You said I do and I did too Take me home where we met so many years before We'll rock our babies on that very front porch After all this time, you and I I'll be eighty-seven; you'll be eighty-nine I'll still look at you like the stars that shine In the sky, oh my, my, my"
"Taylor Swift","Taylor Swift",2006,"Our Song","I was riding shotgun With my hair undone In the front seat of his car He's got a one-hand feel On the steering wheel The other on my heart I look around, turn the radio down He says, Baby, is something wrong? I say, Nothing I was just thinking How we don't have a song And he says... Our song is the slamming screen door Sneakin' out late, tapping on your window When we're on the phone and you talk real slow 'Cause it's late and your mama don't know Our song is the way you laugh The first date: Man, I didn't kiss her, and I should have. And when I got home ... 'fore I said, Amen Asking God if he could play it again I was walking up The front porch steps After everything that day Had gone all wrong And been trampled on And lost and thrown away Got to the hallway, Well, on my way To my lovin' bed I almost didn't notice All the roses And the note that said... Our song is the slamming screen door Sneakin' out late, tapping on your window When we're on the phone and you talk real slow 'Cause it's late and your mama don't know Our song is the way you laugh The first date: Man, I didn't kiss her, and I should have And when I got home ... 'fore I said, Amen Asking God if he could play it again I've heard every album, listened to the radio Waited for something to come along That was as good as our song... 'Cause our song is the slamming screen door Sneakin' out late, tapping on his window When we're on the phone and he talks real slow 'Cause it's late and his mama don't know Our song is the way he laughs The first date: Man, I didn't kiss him, and I should have And when I got home ... 'fore I said, Amen Asking God if he could play it again Play it again Oh, yeah... Oh-oh, yeah I was riding shotgun With my hair undone In the front seat of his car I grabbed a pen And an old napkin And I wrote down our song"
"Taylor Swift","Taylor Swift",2006,"I'm Only Me When I'm With You","Friday night beneath the stars In a field behind your yard You and I are paintin' pictures in the sky And sometimes we don't say a thing Just listen to the crickets sing Everything I need is right here by my side And I know everything about you I don't wanna live without you I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time The other half I'm only tryna let you know that what I feel is true And I'm only me when I'm with you Just a small town boy and girl Livin' in a crazy world Tryna figure out what is and isn't true And I don't try to hide my tears My secrets or my deepest fears Through it all nobody gets me like you do And you know everything about me You say that you can't live without me I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time The other half I'm only tryna let you know that what I feel is true And I'm only me when I'm with you When I'm with anybody else It's so hard to be myself And only you can tell ...That I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time The other half I'm only tryna let you know that what I feel is true And I'm only me Who I wanna be Well, I'm only me when I'm with you With you"
"Taylor Swift","Taylor Swift",2006,"Invisible","She can't see the way your eyes Light up when you smile She'll never notice how you stop and stare Whenever she walks by And you can't see me wantin' you the way you want her But you are everything to me And I just wanna show you She don't even know you She's never gonna love you like I want to And you just see right through me But if you only knew me We could be a beautiful Miracle Unbelievable Instead of just invisible There's a fire inside of you That can't help but shine through She's never gonna see the light No matter what you do And all I think about is how to make you think of me And everything that we could be I just wanna show you She don't even know you She's never gonna love you like I want to And you just see right through me But if you only knew me We could be a beautiful Miracle Unbelievable Instead of just invisible Like shadows in a faded light Oh, we're invisible I just wanna open your eyes And make you realize I just wanna show you She don't even know you Baby, let me love you Let me want you You just see right through me But if you only knew me We could be a beautiful Miracle Unbelievable Instead of just invisible She can't see the way your eyes Light up when you smile"
"Taylor Swift","Taylor Swift",2006,"A Perfectly Good Heart","Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart? Maybe I should've seen the signs, should've read the writing on the wall And realized by the distance in your eyes that I would be the one to fall No matter what you say, I still can't believe That you would walk away It don't make sense to me, but Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart? It's not unbroken anymore How do I get it back the way it was before? Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break, would you wanna break a Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart?"
"Taylor Swift","Sounds Of The Season: The Taylor Swift Holiday Collection",2007,"Last Christmas","Last Christmas I gave you my heart But the very next day, you gave it away This year To save me from tears I'll give it to someone special Once bitten and twice shy I keep my distance but you still catch my eye Tell me, baby, do you recognize me? Well, it's been a year, it doesn't surprise me Merry Christmas, I wrapped it up and sent it With a note saying 'I love you'. I meant it Now I know what a fool I've been But if you kissed me now, I know you'd fool me again Last Christmas I gave you my heart But the very next day, you gave it away This year To save me from tears I'll give it to someone special Last Christmas I gave you my heart But the very next day, you gave it away This year To save me from tears I'll give it to someone special A crowded room and friends with tired eyes I'm hiding from you and your soul of ice My God, I thought you were someone to rely on Me? I guess I was a shoulder to cry on A face on a lover with a fire in his heart A girl on a cover but you tore her apart Maybe this year Maybe this year I'll give it to someone special 'Cause last Christmas I gave you my heart But the very next day, you gave it away This year To save me from tears I'll give it to someone special Last Christmas I gave you my heart But the very next day, you gave it away This year To save me from tears I'll give it to someone special And last Christmas And this year It won't be anything like, anything like Last Christmas I gave you my heart But the very next day, you gave it away This year To save me from tears I'll give it to someone special"
"Taylor Swift","Sounds Of The Season: The Taylor Swift Holiday Collection",2007,"Christmases When You Were Mine","Please take down the mistletoe 'Cause I don't wanna think about that right now 'Cause everything I want is miles away In a snow covered little town My momma's in the kitchen, worrying about me Season's greetings, hope you're well Well I'm doing alright If you were wondering Lately I can never tell I know this shouldn't be a lonely time But there were Christmases when you were mine I've been doing fine without you, really Up until the nights got cold And everybody's here, except you, baby Seems like everyone's got someone to hold But for me it's just a lonely time 'Cause there were Christmases when you were mine Merry Christmas, everybody That'll have to be something I just say this year I'll bet you got your mom another sweater And were your cousins late again? When you were putting up the lights this year Did you notice one less pair of hands? I know this shouldn't be a lonely time But there were Christmases when I didn't wonder how you are tonight 'Cause there were Christmases when you were mine You were mine"
"Taylor Swift","Sounds Of The Season: The Taylor Swift Holiday Collection",2007,"Santa Baby","Santa baby, slip a sable under the tree for me I've been an awful good girl, Santa baby So hurry down the chimney tonight Santa baby, a '54 convertible, too, light blue Well, I'll wait up for you, dear, Santa baby So hurry down the chimney tonight, yeah Think of all the fun I've missed Think of all the boys I haven't kissed Next year I could be just as good If you check off my Christmas list Santa baby, I want a yacht and really that's not a lot I've been an angel all year, Santa baby So hurry down the chimney tonight Santa, honey, there's one more thing I really do need The deed To a platinum mine, Santa honey So hurry down the chimney tonight Come and trim my Christmas tree With some decorations bought at Tiffany's I really do believe in you Let's see if you believe in me Santa baby, forgot to mention one little thing A ring And I don't mean on the phone, Santa baby So hurry down the chimney tonight"
"Taylor Swift","Sounds Of The Season: The Taylor Swift Holiday Collection",2007,"Silent Night","Silent night, holy night All is calm and all is bright Round yon virgin mother and child Holy infant so tender and mild Sleep in heavenly peace Sleep in heavenly peace Silent night, holy night Shepherds quake at the sight Glories stream from Heaven afar Heavenly hosts sing Hallelujah Christ the Saviour is born Christ our Saviour is born Silent night, holy night Son of God Love's pure light Radiant beams from thy holy face With the dawn of redeeming grace Jesus Lord at thy birth Jesus Lord at thy birth Hallelujah! Hallelujah! Hallelujah! Christ the Saviour is born"
"Taylor Swift","Sounds Of The Season: The Taylor Swift Holiday Collection",2007,"Christmas Must Be Something More","What if ribbons and bows didn't mean a thing? Would the song still survive without five golden rings? Would you still wanna kiss without mistletoe? What would happen if God never let it snow? What would happen if Christmas carols told a lie? Tell me, what would you find? You'd see that today holds something special Something holy, not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more What if angels did not pay attention to All the things that we wished they would always do? What if happiness came in a cardboard box? Then I think there is something we all forgot What would happen if presents all went away? Tell me, what would you find? You'd see that today holds something special Something holy, not superficial So here's to the birthday boy who saved our lives It's something we all try to ignore And put a wreath up on your door So here's something you should know that is for sure Christmas must be something more We get so caught up in all of it Business and relationships Hundred-mile-an-hour lives And it's this time of year And everybody's here It seems the last thing on your mind Is that the day holds something special Something holy, not superficial? So here's to Jesus Christ who saved our lives It's something we all try to ignore And put a wreath up on your door But here's something you should know that is for sure Christmas must be something Christmas must be something Christmas must be something more There's gotta be more There's gotta be more"
"Taylor Swift","Sounds Of The Season: The Taylor Swift Holiday Collection",2007,"White Christmas","I'm dreaming of a white Christmas Just like the ones I used to know Where the tree tops glisten and children listen To hear sleigh bells in the snow I'm dreaming of a white Christmas With every Christmas card I write May your days be merry and bright And may all your Christmases be white I'm dreaming of a white Christmas Just like the ones I used to know So may your days be merry and bright And may all your Christmases be white May your days be merry and bright And may all your Christmases be white"
"Taylor Swift","Fearless",2008,"Jump Then Fall","I like the way you sound in the morning We're on the phone and without a warning I realize your laugh is the best sound I have ever heard I like the way I can't keep my focus I watch you talk, you didn't notice I hear the words but all I can think is We should be together Every time you smile, I smile And every time you shine, I'll shine for you Whoa, oh, I'm feeling you baby Don't be afraid to Jump then fall Jump then fall into me Baby, I'm never gonna leave you Say that you wanna be with me too 'Cause I'mma stay through it all So jump then fall Well, I like the way your hair falls in your face You got the keys to me I love each freckle on your face, oh I've never been so wrapped up, honey I like the way you're everything I ever wanted I had time to think it all over And all I can say is come closer Take a deep breath and jump then fall into me 'Cause every time you smile, I smile And every time you shine, I'll shine for you Whoa, oh, I'm feeling you baby Don't be afraid to Jump then fall Jump then fall into me Baby, I'm never gonna leave you Say that you wanna be with me too 'Cause I'mma stay through it all So jump then fall The bottom's gonna drop out from under our feet I'll catch you, I'll catch you When people say things that bring you to your knees I'll catch you The time is gonna come when you're so mad you could cry But I'll hold you through the night until you smile Whoa, oh, I need you baby Don't be afraid, please, Jump then fall Jump then fall into me Baby, I'm never gonna leave you Say that you wanna be with me too 'Cause I'mma stay through it all So jump then fall Jump then fall, baby, Jump then fall into me, into me Every time you smile, I smile And every time you shine, I'll shine And every time you're here Baby I'll show you, I'll show you You can jump then fall, jump then fall Jump then fall into me, into me, yeah"
"Taylor Swift","Fearless",2008,"Untouchable","Untouchable like a distant diamond sky I'm reaching out and I just can't tell you why I'm caught up in you I'm caught up in you Untouchable, burning brighter than the sun And when you're close I feel like coming undone In the middle of the night When I'm in this dream It's like a million little stars Spelling out your name You gotta come on, come on Say that we'll be together Come on, come on Little taste of Heaven It's half full, and I won't wait here all day I know you're saying that you'd be here anyway But you're untouchable, burning brighter than the sun And now that you're close I feel like coming undone In the middle of the night When I'm in this dream It's like a million little stars Spelling out your name You gotta come on, come on Say that we'll be together Come on, come on Oh, in the middle of the night Waking from this dream I wanna feel you by my side Standing next to me You gotta come on, come on Say that we'll be together Come on, come on Little taste of Heaven I'm caught up in you. Oh, oh But you're untouchable, burning brighter than the sun Now that you're close I feel like coming undone In the middle of the night When I'm in this dream It's like a million little stars Spelling out your name You gotta come on, come on Say that we'll be together Come on, come on, oh, oh In the middle of the night When I'm in this dream It's like a million little stars Spelling out your name You gotta come on, come on Say that we'll be together Come on, come on, come on In the middle of the night Waking from this dream I wanna feel you by my side Standing next to me You gotta come on, come on Say that we'll be together Come on, come on Little taste of Heaven In the middle of the night When I'm in this dream It's like a million little stars Spelling out your name You gotta come on, come on Come on, come on Come on, come on, oh, oh, oh Like a million little stars Spelling out your name They're spelling out your name, oh"
"Taylor Swift","Fearless",2008,"Forever &amp; Always (Piano Version)","Once upon a time I believe it was a Tuesday when I caught your eye We caught onto something I hold onto the night You looked me in the eye and told me you loved me Were you just kidding? 'Cause it seems to me This thing is breaking down, we almost never speak I don't feel welcome anymore Baby, what happened? Please tell me 'Cause one second it was perfect Now you're halfway out the door And I stare at the phone He still hasn't called And then you feel so low You can't feel nothing at all And you flashback to When he said forever and always Oh, and it rains in your bedroom Everything is wrong It rains when you're here And it rains when you're gone I was there when you said forever and always Was I out of line? Did I say something way too honest? Made you run and hide like a scared little boy I looked into your eyes Thought I knew you for a minute now I'm not so sure So here's to everything coming down to nothing Here's to silence that cuts me to the core Where is this going? Thought I knew for a minute but I don't anymore And I stare at the phone He still hasn't called And then you feel so low You can't feel nothing at all And you flashback to When he said forever and always And it rains in your bedroom Everything is wrong It rains when you're here And it rains when you're gone I was there when you said forever and always You didn't mean it baby I don't think so, oh oh oh Back up, baby back up Did you forget everything? Back up, baby back up Did you forget everything? Back up, baby back up Please back up, oh back up Back up, baby back up 'Cause it rains in your bedroom Everything is wrong It rains when you're here And it rains when you're gone I was there when you said forever and always And I stare at the phone He still hasn't called And then you feel so low You can't feel nothing at all And you flashback to When we said forever and always 'Cause it rains in your bedroom Everything is wrong It rains when you're here And it rains when you're gone I was there when you said forever and always You didn't mean it baby You said forever and always, yeah"
"Taylor Swift","Fearless",2008,"Come In With The Rain","I could go back to every laugh But I don't wanna go there anymore And I know all the steps up to your door But I don't wanna go there anymore Talk to the wind, talk to the sky Talk to the man with the reasons why And let me know what you find I'll leave my window open 'Cause I'm too tired at night to call your name Just know I'm right here hopin' That you'll come in with the rain I could stand up and sing you a song But I don't wanna have to go that far And I, I've got you down I know you by heart And you don't even know where I start Talk to yourself, talk to the tears Talk to the man who put you here And don't wait for the sky to clear I'll leave my window open 'Cause I'm too tired at night to call your name Oh, just know I'm right here hopin' That you'll come in with the rain I've watched you so long Screamed your name I don't know what else I can say But I'll leave my window open 'Cause I'm too tired at night for all these games Just know I'm right here hopin' That you'll come in with the rain I could go back to every laugh But I don't wanna go there anymore"
"Taylor Swift","Fearless",2008,"Superstar","This is wrong but I can't help but feel like There ain't nothing more right babe Misty morning comes again and I can't Help but wish I could see your face And I knew from the first note played I'd be breaking all my rules to see you You smile that beautiful smile and All the girls in the front row scream your name So dim that spotlight, tell me things like I can't take my eyes off of you I'm no one special, just another Wide eyed girl who's desperately in love with you Give me a photograph to hang on my wall, superstar Morning loneliness, comes around when I'm not Dreaming about you When my world wakes up today You'll be in another town And I knew when I saw your face, I'd be Counting down the ways to see you You smile that beautiful smile and All the girls in the front row scream your name So dim that spotlight, tell me things like I can't take my eyes off of you I'm no one special, just another Wide eyed girl who's desperately in love with you Give me a photograph to hang on my wall, superstar You played in bars, you play guitar And I'm invisible and everyone knows who you are And you'll never see, you sing me to sleep Every night from the radio So dim that spotlight, tell me things like I can't take my eyes off of you I'm no one special, just another Wide eyed girl who's desperately in love with you Give me a photograph to hang on my wall, superstar Sweet, sweet superstar, superstar"
"Taylor Swift","Fearless",2008,"The Other Side Of The Door","In the heat of the fight I walked away Ignoring words that you were saying Trying to make me stay I said, This time I've had enough. And you've called a hundred times But I'm not picking up 'Cause I'm so mad I might tell you that it's over But if you look a little closer I said, Leave, but all I really want is you To stand outside my window throwing pebbles Screaming, I'm in love with you. Wait there in the pouring rain, come back for more And don't you leave 'cause I know All I need is on the other side of the door Me and my stupid pride are sitting here alone Going through the photographs, staring at the phone I keep going back over things we both said And I remember the slamming door and all the things that I misread So babe if you know everything, tell me why you couldn't see That when I left I wanted you to chase after me Yeah, I said, Leave, but all I really want is you To stand outside my window throwing pebbles Screaming, I'm in love with you. Wait there in the pouring rain, come back for more And don't you leave 'cause I know All I need is on the other side of the door And I'll scream out the window I can't even look at you! I don't need you but I do, I do, I do I say, There's nothing you can say to make this right again I mean it, I mean it. What I mean is I said, Leave, but baby all I want is you To stand outside my window throwing pebbles Screaming, I'm in love with you. Wait there in the pouring rain, come back for more And don't you leave 'cause I know All I need is on the other side of the door With your face and the beautiful eyes And the conversation with the little white lies And the faded picture of a beautiful night You carried me from your car up the stairs And I broke down crying, was she worth this mess? After everything and that little black dress After everything I must confess, I need you"
"Taylor Swift","Fearless",2008,"Fearless","There's somethin' 'bout the way The street looks when it's just rained There's a glow off the pavement You walk me to the car And you know I wanna ask you to dance right there In the middle of the parking lot Yeah Oh yeah We're drivin' down the road I wonder if you know I'm tryin' so hard not to get caught up now But you're just so cool Run your hands through your hair Absentmindedly makin' me want you And I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless So, baby, drive slow 'Til we run out of road in this one horse town I wanna stay right here in this passenger's seat You put your eyes on me In this moment now capture it, remember it 'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless Well, you stood there with me in the doorway My hands shake I'm not usually this way But you pull me in and I'm a little more brave It's the first kiss It's flawless Really something It's fearless Oh yeah 'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless 'Cause I don't know how it gets better than this You take my hand and drag me head first Fearless And I don't know why but with you I'd dance in a storm in my best dress Fearless Oh-oh Oh yeah"
